abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units
SOCIOL,280Z,"This course will examine the major theoretical arguments that seek to account for the development of social policy, including arguments about the pwoer of social forces such as business and labor, the role of racial and ethnic division, the influence of ideas, and the organizational features of the state. The course readings examine developments in the United States with some comparision to other countries. ",Advanced Study in Substantive Sociological Fields: Sociol Policy,3.923076923076923,A,20,0.0,0,20,3.0
CATALAN,101,An intensive course for students with no previous study of Catalan. ,Catalan for Advanced Students,3.5100000000000002,A-,20,0.0,0,20,4.0
PORTUG,102,"The continuation of Portuguese 50, this course focuses on a variety of texts with special emphasis on 20th-century Brazil. Discussion in Portuguese; reinforcement and development of language skills. ",Readings in Portuguese,3.6206549118387907,A-,25,0.0,0,25,4.0
PORTUG,103,Advanced work in Portuguese grammatical structures. Practice in writing. ,Advanced Grammar and Composition,3.695161290322581,A-,22,0.0,0,22,4.0
PORTUG,104,"In exploring the persistence of a history of conquest and exchange in Brazil, this course investigates the interconnections and cross-fertilizations that have endured to diversify this country’s distinctly original national cultures.  In so doing, it uses the impacts of European colonialism in the Americas and Africa as a springboard for understanding Brazil’s regional specificity.  While there will be moments that recall a distant past, others will shed light on a present that both resembles and stands apart from much of Spanish America in the present. Throughout the course, the literature that we will be examining will find echoes in the country’s rich history.",Brazil in the World,3.653448275862069,A-,25,0.0,0,25,4.0
PORTUG,298,Individual conferences on special programs of study or research in a restricted field not covered by available courses or seminars. ,Special Study for Graduate Students,-1.0,,4,0.0,0,4,3-8
SPANISH,1,"Beginners' course. Not open to students who have completed more than two years of high school Spanish, or to native speakers. ",Elementary Spanish - First Semester,3.4615908124202464,B+,72,0.0,0,72,5.0
SPANISH,R1A,"The course will offer students an introduction to the literature and culture of Spanish-speaking worlds, will help them develop their skills as readers and critical thinkers and make significant progress in their ability to write coherent, intellectually forceful expository prose. We will focus on analytical writing by developing control of argument and style. Essays will be produced through a process of workshop and revision, with in-class writing, homework, and peer commentary. Our guide will be Style: Lessons in Clarity and Grace. Students meet together and also individually with the professor. ",Reading and Composition Through Readings from the Spanish-Speaking World,3.559685863874346,A-,17,0.0,0,17,4.0
SPANISH,2,"Continuation of 1. Not open to students who have completed more than three years of high school Spanish, or native speakers. ",Elementary Spanish - Second Semester,3.3714808043875686,B+,72,0.0,0,72,5.0
SPANISH,3,"Continuation of 2. Course includes review and development of grammatical concepts taught in Spanish 1-2, as well as further practice in composition. ",Intermediate Spanish - Third Semester,3.5089970501474927,A-,72,0.0,0,72,5.0
SPANISH,4,Continuation of 3. Development of grammatical concepts taught in Spanish 1-3 and further practice in composition. ,Intermediate Spanish - Fourth Semester,3.448849104859335,B+,72,0.0,0,72,5.0
SPANISH,21,"First course of an intermediate Spanish language course for students who speak Spanish in informal settings and/or are first or second generation of Spanish speakers in the U.S. This course aims to develop formal language through readings, writing, and discussion of academic texts and film.","Spanish for Bilingual Students, First Course",3.500186219739293,A-,25,0.0,0,25,3.0
SPANISH,22,"Second course of an intermediate Spanish language course for students who have oral proficiency in Spanish and/or are first or second generation of Spanish speakers in the U.S. This course aims to continue the development and expansion of academic registers through readings, writing, and discussion of academic texts and film. Spanish 22 students read academic articles, more complex than those read in Spanish 21.
","Spanish for Bilingual Students, Second Course",3.42605504587156,B+,25,0.0,0,25,3.0
SPANISH,25,"This is the bridge course between lower and upper division coursework in Spanish. In addition to exposing you to the principles and techniques of literary analysis, this course will continue to develop your speaking, aural comprehension, writing, and reading comprehension skills. After completing Spanish 25 you can begin taking the required upper-division courses for a Spanish major or minor. ",Reading and Analysis of Literary Texts,3.6102877935825326,A-,100,0.0,0,100,3.0
SPANISH,100,"Spanish 100 is the foundational course for Spanish department majors in Hispanic Languages, Linguistics, and Bilingualism, as well as for any student interested in the Spanish language and Linguistics. Taught in Spanish, this course serves as an introduction to the formal linguistic analysis of the Spanish language and emphasizes the goals and methodology of the language sciences. It surveys key areas of the field of Spanish Linguistics, including Phonology and Phonetics, Morphology, and Syntax. Additional topics (Historical Linguistics, Semantics, Psycholinguistics, Dialectology, Bilingualism, etc.) in the context of the Spanish language may also be covered.",Introduction to Hispanic Linguistics,3.4312969924812036,B+,100,0.0,0,100,4.0
SPANISH,104A,"This is an introductory course for students interested in the conquest and colonization of the Americas and the continuing reality of colonialism. It examines foundational texts from the fifteenth to the nineteenth century produced by diverse colonial subjects and written in Spanish as well as native languages. We will analyze these texts in order to understand the complex realities of life under colonial rule in Spanish America, including processes of cultural and linguistic translation and the many forms of domination and resistance.",Survey of Spanish American Literature,3.6020533880903494,A-,50,0.0,0,50,4.0
SPANISH,107B,"This course is designed to provide students with a broad overview of the literature, history, and culture of Spain in the modern era (19th-21st centuries). We will examine the major aesthetic movements that have characterized modern Spanish literature, with a focus on the complex relationships that imaginative literature and the arts maintain with history. By the end of the course, students should have a solid understanding of the literature and history of modern Spain as well as a broad set of critical frameworks for thinking about, discussing and analyzing literature and the arts in Spanish.",Survey of Spanish Literature,3.517112299465241,A-,40,0.0,0,40,4.0
SPANISH,161,"Taught in Spanish, this course serves to further familiarize students with the structure of the Spanish sound system. The course centers on the vocalic and consonantal inventories of various Spanish dialects using both phonological and acoustic phonetic analyses with the goal of preparing students to conduct phonological and phonetic analyses on Spanish varieties, as well as on their own speech. Emphasis will be placed on the skills and techniques particular to sound spectral analysis. Sociophonetic variation (i.e., constant variability in speech production) will also be addressed in the context of empirical research studies.",Spanish Phonetics and Phonology,3.5237288135593228,A-,25,0.0,0,25,4.0
SPANISH,163,"Taught in Spanish, this course serves to further familiarize students with formal approaches to bilingualism in the context of Spanish-speaking individuals and communities. Topics covered from a societal-level sociolinguistic standpoint include global language diversity, linguistic vitality, language death, pidgin and creole languages, linguistic identity and ideologies, bilingual education, and government-level language planning. Topics covered from an individual-level psycholinguistic standpoint include language processing and localization in the brain, acquisition and attrition, impairments, transfer effects between speakers’ languages, and models of phonological, morphosyntactic, and lexical processing.",Sociolinguistic and Psycholinguistic Approaches to Spanish Bilingualism,3.54,A-,25,0.0,0,25,4.0
SPANISH,197,"Individual research or research assistantships on projects in the subfields of Hispanic Linguistics, sponsored by a faculty member in the department; written reports required.",Field Studies,-1.0,,30,0.0,0,30,1-4
SPANISH,200A,This course is designed to introduce all new graduate students to the research conducted in the department. Readings will consist of research papers authored by members of the department. ,Spanish Proseminar,-1.0,,15,0.0,0,15,1.0
SPANISH,298,Individual conferences on special programs of study or research in a restricted field not covered by available courses or seminars. ,Special Study for Graduate Students,3.7125,A-,151,0.0,0,151,1-8
SPANISH,375,"Lectures on methodology, grading and testing, class preparation, textbook evaluation, course design. Includes language laboratory observations and supervised classroom practice. Required for all new graduate student instructors. ",Teaching Spanish in College,-1.0,,10,0.0,0,10,3.0
SPANISH,602,"Individual study, subject to the approval of the graduate adviser, intended to provide an opportunity for students to prepare for the qualifying examination required of candidates for the Ph.D. May be taken only in the semester in which the examination is attempted or in the immediately preceding one. ",Individual Study for Doctoral Students,-1.0,,40,0.0,0,40,4-12
STAT,2,"Population and variables. Standard measures of location, spread and association. Normal approximation. Regression. Probability and sampling. Interval estimation. Some standard significance tests. ",Introduction to Statistics,2.8584299869421614,B,450,0.0,0,450,4.0
STAT,20,"For students with mathematical background who wish to acquire basic concepts. Relative frequencies, discrete probability, random variables, expectation. Testing hypotheses. Estimation. Illustrations from various fields. ",Introduction to Probability and Statistics,2.913740667168984,B,794,0.0,0,794,4.0
STAT,98,"Must be taken at the same time as either Statistics 2 or 21. This course assists lower division statistics students with structured problem solving, interpretation and making conclusions. ",Directed Group Study,-1.0,,90,0.0,0,90,1-3
STAT,133,"An introduction to computationally intensive applied statistics. Topics will include organization and use of databases, visualization and graphics, statistical learning and data mining, model validation procedures, and the presentation of results. ",Concepts in Computing with Data,3.30620372223334,B+,180,0.0,0,180,3.0
STAT,134,"An introduction to probability, emphasizing concepts and applications. Conditional expectation, independence, laws of large numbers. Discrete and continuous random variables. Central limit theorem. Selected topics such as the Poisson process, Markov chains, characteristic functions. ",Concepts of Probability,2.810863576476225,B-,300,0.0,0,300,4.0
STAT,135,"A comprehensive survey course in statistical theory and methodology. Topics include descriptive statistics, maximum likelihood estimation, non-parametric methods, introduction to optimality, goodness-of-fit tests, analysis of variance, bootstrap and computer-intensive methods and least squares estimation. The laboratory includes computer-based data-analytic applications to science and engineering. ",Concepts of Statistics,2.8448083454633677,B-,140,0.0,0,140,4.0
STAT,150,"Random walks, discrete time Markov chains, Poisson processes. Further topics such as: continuous time Markov chains, queueing theory, point processes, branching processes, renewal theory, stationary processes, Gaussian processes. ",Stochastic Processes,3.00395256916996,B,84,0.0,0,84,3.0
STAT,151A,"A coordinated treatment of linear and generalized linear models and their application. Linear regression, analysis of variance and covariance, random effects, design and analysis of experiments, quality improvement, log-linear models for discrete multivariate data, model selection, robustness, graphical techniques, productive use of computers, in-depth case studies. ",Linear Modelling: Theory and Applications,3.206237148732008,B+,70,0.0,0,70,4.0
STAT,153,"An introduction to time series analysis in the time domain and spectral domain. Topics will include: estimation of trends and seasonal effects, autoregressive moving average models, forecasting, indicators, harmonic analysis, spectra. ",Introduction to Time Series,3.2843974820143886,B+,70,0.0,0,70,4.0
STAT,154,"Theory and practice of statistical prediction. Contemporary methods as extensions of classical methods. Topics: optimal prediction rules, the curse of dimensionality, empirical risk, linear regression and classification, basis expansions, regularization, splines, the bootstrap, model selection, classification and regression trees, boosting, support vector machines. Computational efficiency versus predictive performance. Emphasis on experience with real data and assessing statistical assumptions. ",Modern Statistical Prediction and Machine Learning,3.226227897838899,B+,50,0.0,0,50,4.0
STAT,157,"Substantial student participation required. The topics to be covered each semester that the course may be offered will be announced by the middle of the preceding semester; see departmental bulletins. Recent topics include: Bayesian statistics, statistics and finance, random matrix theory, high-dimensional statistics. ",Seminar on Topics in Probability and Statistics,3.4856783919597993,B+,25,0.0,0,25,3.0
STAT,198,Special tutorial or seminar on selected topics. ,Directed Study for Undergraduates,-1.0,,289,0.0,0,289,1-3
STAT,201A,"Distributions in probability and statistics, central limit theorem, Poisson processes, modes of convergence, transformations involving random variables. ",Introduction to Probability at an Advanced Level,3.627256944444443,A-,80,0.0,0,80,4.0
STAT,201B,"Estimation, confidence intervals, hypothesis testing, linear models, large sample theory, categorical models, decision theory. ",Introduction to Statistics at an Advanced Level,3.6440414507772023,A-,70,0.0,0,70,4.0
STAT,204,"A treatment of ideas and techniques most commonly found in the applications of probability: Gaussian and Poisson processes, limit theorems, large deviation principles, information, Markov chains and Markov chain Monte Carlo, martingales, Brownian motion and diffusion. ",Probability for Applications,3.9,A,25,0.0,0,25,4.0
STAT,C205A,"The course is designed as a sequence with Statistics C205B/Mathematics C218B with the following combined syllabus. Measure theory concepts needed for probability. Expection, distributions. Laws of large numbers and central limit theorems for independent random variables. Characteristic function methods. Conditional expectations, martingales and martingale convergence theorems. Markov chains. Stationary processes. Brownian motion. ",Probability Theory,3.7550781250000007,A-,21,0.0,0,21,4.0
STAT,210A,"An introduction to mathematical statistics, covering both frequentist and Bayesian aspects of modeling, inference, and decision-making. Topics include statistical decision theory; point estimation; minimax and admissibility; Bayesian methods; exponential families; hypothesis testing; confidence intervals; small and large sample theory; and M-estimation. ",Theoretical Statistics,3.8082266910420475,A-,60,0.0,0,60,4.0
STAT,215A,"Applied statistics with a focus on critical thinking, reasoning skills, and techniques. Hands-on-experience with solving real data problems with high-level programming languages such as R. Emphasis on examining the assumptions behind standard statistical models and methods. Exploratory data analysis (e.g., graphical data summaries, PCAs, clustering analysis). Model formulation, fitting, and validation and testing. Linear regression and generalizations (e.g., GLMs, ridge regression, lasso). ",Statistical Models: Theory and Application,3.8541666666666665,A,40,0.0,0,40,4.0
STAT,243,"Concepts in statistical programming and statistical computation, including programming principles, data and text manipulation, parallel processing, simulation, numerical linear algebra, and optimization.",Introduction to Statistical Computing,3.588715277777778,A-,90,0.0,0,90,4.0
STAT,C245B,"Analysis of survival time data using parametric and non-parametric models, hypothesis testing, and methods for analyzing censored (partially observed) data with covariates. Topics include marginal estimation of a survival function, estimation of a generalized multivariate linear regression model (allowing missing covariates and/or outcomes), estimation of a multiplicative intensity model (such as Cox proportional hazards model) and estimation of causal parameters assuming marginal structural models. General theory for developing locally efficient estimators of the parameters of interest in censored data models. Computing techniques, numerical methods, simulation and general implementation of biostatistical analysis techniques with emphasis on data applications.",Biostatistical Methods: Survival Analysis and Causality,4.0,A,10,0.0,0,10,4
STAT,C245C,"This course provides an introduction to computational statistics, with emphasis on statistical methods and software for addressing high-dimensional inference problems in biology and medicine. Topics include numerical and graphical data summaries, loss-based estimation (regression, classification, density estimation), smoothing, EM algorithm, Markov chain Monte-Carlo, clustering, multiple testing, resampling, hidden Markov models, in silico experiments.",Biostatistical Methods: Computational Statistics with Applications in Biology and Medicine,3.53,A-,6,0.0,0,6,4
STAT,C247C,"The course covers the statistical issues surrounding estimation of effects using data on subjects followed through time. The course emphasizes a regression model approach and discusses disease incidence modeling and both continuous outcome data/linear models and longitudinal extensions to nonlinear models (e.g., logistic and Poisson). The primary focus is from the analysis side, but mathematical intuition behind the procedures will also be discussed. The statistical/mathematical material includes some survival analysis, linear models, logistic and Poisson regression, and matrix algebra for statistics. The course will conclude with an introduction to recently developed causal regression techniques (e.g., marginal structural models). Time permitting, serially correlated data on ecological units will also be discussed.",Longitudinal Data Analysis,3.96842105263158,A,10,0.0,0,10,4
STAT,272,To be taken concurrently with service as a consultant in the department's drop-in consulting service. Participants will work on problems arising in the service and will discuss general ways of handling such problems. There will be working sessions with researchers in substantive fields and occasional lectures on consulting. ,Statistical Consulting,-1.0,,12,0.0,0,12,3.0
STAT,278B,"Special topics, by means of lectures and informational conferences. ",Statistics Research Seminar,-1.0,,45,0.0,0,45,1-4
STAT,298,Special tutorial or seminar on selected topics. ,Directed Study for Graduate Students,4.0,A,55,0.0,0,55,1-12
STAT,299,Individual study,Individual Study Leading to Higher Degrees,4.0,A,2302,0.0,0,2302,0-12
STAT,375,"Discussion, problem review and development, guidance of laboratory classes, course development, supervised practice teaching. ",Professional Preparation: Teaching of Probability and Statistics,-1.0,,40,0.0,0,40,2-4
STAT,601,"Individual study in consultation with the graduate adviser, intended to provide an opportunity for qualified students to prepare themselves for the master's comprehensive examinations. Units may not be used to meet either unit or residence requirements for a master's degree. ",Individual Study for Master's Candidates,-1.0,,15,0.0,0,15,0-8
STAT,602,"Individual study in consultation with the graduate adviser, intended to provide an opportunity for qualified students to prepare themselves for certain examinations required of candidates for the Ph.D. degree. ",Individual Study for Doctoral Candidates,-1.0,,30,0.0,0,30,0-8
STS,C200,"This course provides a strong foundation for graduate work in STS, a multidisciplinary field with a signature capacity to rethink the relationship among science, technology, and political and social life. From climate change to population genomics, access to medicines and the impact of new media, the problems of our time are simultaneously scientific and social, technological and political, ethical and economic. ",Topics in Science and Technology Studies,3.9666666666666663,A,10,0.0,0,10,3.0
THEATER,R1A,"Reading and composition in connection with the study of dramatic literature. R1A satisfies the first half of the Reading and Composition requirement, and R1B satisfies the second half. ",Performance: Writing and Research,3.6591297591297587,A-,34,0.0,0,34,4.0
THEATER,R1B,"Reading and composition in connection with the study of dramatic literature. R1A satisfies the first half of the Reading and Composition requirement, and R1B satisfies the second half. ",Performance: Writing and Research,3.6515756768752774,A-,102,0.0,0,102,4.0
THEATER,10,"Fundamentals of Acting I (Theater 10) is the entry level course for the acting sequence and focuses on releasing and cultivating the actor’s inherent creativity.  Through exercises, improvisation, scenes, and monologues, the actor begins to develop basic techniques designed to stimulate the imagination, develop vocal and physical ability, increase awareness of self and others, introduce effective ways to analyze texts, think critically about the craft of acting, and enhance self-confidence and communication skills.  This class is the essential beginning of the actor’s studies, which will ultimately allow her or him to effectively engage and explore work from a rich diversity of genres, styles, and backgrounds.   ",Fundamentals of Acting I,3.8397895743663324,A-,80,0.0,0,80,3.0
THEATER,26,"This course introduces the critical terms and practices of the contemporary study of performance. Several key terms and important genres of artistic and social performance will be engaged; the course will draw critical and disciplinary methods from anthropology and ethnography, from the theory of dance and theater, from literary and cultural theory. Critical and theoretical concepts will be used to analyze a wide range of live and recorded performances, as well as performance texts. ",Introduction to Performance Studies,3.4283491789109766,B+,120,0.0,0,120,4.0
THEATER,52AC,"Dance as a meaning-making expressive form.  Develop the tools necessary for looking at dance, analyzing it, writing about it, and understanding its place in larger social, cultural, political structures.  We will look at a variety of U.S. American dance genres, understanding them through their historical and cultural contexts, to explore how issues of race, gender, sexuality and class affect the practice and the reception of different dance forms, and how dance might help shape representations of these identities.  Ethnic groups that the course studies include African, Asian, and European Americans, indigenous peoples of the U.S., and Chicanos/Latinos. Accessible to students with no dance experience.  Not a studio-based class.",Dance in American Cultures,3.537166085946574,A-,120,0.0,0,120,4.0
THEATER,60,"A practical introduction to the terminology, theories, approaches, and techniques of technical theater and production. The course will cover theatrical terminology, stage equipment and architecture, production personnel and processes, and design departments, including scenery, properties, costumes, lighting, sound, and video. 
",Introduction to Technical Theater and Production,3.746112804878049,A-,48,0.0,0,48,3.0
THEATER,98,Group study of a topic not included in the regular department curriculum. Topics may be initiated by students. ,Directed Group Study,-1.0,,12,0.0,0,12,0-5
THEATER,99,Study of a topic not included in the regular department curriculum. ,Independent Study,-1.0,,1,0.0,0,1,1-5
THEATER,114,"Advanced performance workshop with research including performance-based methodology, theory, and analytical research skills in developing written and performance works. Topics include cross-disciplinary arts, dramaturgy, and collaborative practice. ",Performance Research Workshop,3.707357859531772,A-,20,0.0,0,20,4.0
THEATER,115,"Intensive group study, rehearsal, and performance of a play or selected dramatic pieces. ",Advanced Acting: Company Class,-1.0,,15,0.0,0,15,3.0
THEATER,119,"An examination of a theoretical topic or perspective on performance, with specific attention to the interface between theoretical endeavor and dramatic, nondramatic, and nontheatrical modes of performance; may involve visiting artists. Topics vary from semester to semester. ",Performance Theory,3.5411602209944752,A-,40,0.0,0,40,4.0
THEATER,121,"An examination of performance as an aspect of cultural production, ranging from everyday-life enactment to more formal or aesthetic activities associated with ""artistic"" production; may involve visiting artists. Specific attention to the methods of ethnography, cultural studies, and intercultural performance analysis. Topics vary from semester to semester. ",Performance and Culture,3.5599678456591635,A-,40,0.0,0,40,4.0
THEATER,125,"An examination of the historical conditions of performance, either given in a historical period or comparatively, with specific attention to the relationship between methods of historical studies and performance; may involve visiting artists. Topics vary from semester to semester. ",Performance and History,3.391158900836321,B+,40,0.0,0,40,4.0
THEATER,144,"Beginning application of dance technique as a means of communication in the theatre. Use of basic technical fundamentals as a means of extending natural movement in rhythm, energy, and space with emphasis on style and qualitative analysis. ",Sources of Movement,3.742134831460674,A-,30,0.0,0,30,3.0
THEATER,146A,Analysis of choreographic theories of form and structure and their practical application within solo and duet compositions,Choreography: Solo/Duet Showcase,3.9033898305084747,A,16,0.0,0,16,1-3
THEATER,162,"Beginning study of principles of stage composition, blocking, and analysis of dramatic texts for the director. ",Fundamentals of Stage Directing,3.761904761904762,A-,15,0.0,0,15,3.0
THEATER,166,"Topics vary from semester to semester and have included The Power of Music and Poetry in the Theater; Modern Drama and Theater, 1940 to the Present; Theaters, Tricksters, and Cultural Exchange; Art as Social Action; and The Invisible World (Process Seminar). ",Special Topics: Theater Arts,3.6981238273921204,A-,15,0.0,0,15,1-4
THEATER,168,"Participation in technical theater practice associated with department theater and dance productions to include workshop activities (fabrication, treatment, and installation) in one or more of: costumes, hair, make-up, scenery, properties, lighting, video, and sound for live performance. ",Technical Theater: Shop Practice,3.9217008797653956,A,24,0.0,0,24,1.0
THEATER,169,"Participation in advanced technical theater practice associated with department theater and dance productions to include lead, head, or coordinator position with technical run crew for live performance in one of: lighting, sound, video, properties, costumes, make-up, scenery, deck, rail, or advanced application of workshop activities (fabrication, treatment, and installation) in one or more of: costumes, hair, make-up, scenery, properties, lighting, video, and sound for live performance. Intended for a student who has completed introductory level application of theater practice and is training in advanced techniques and applications and/or assuming additional responsibilities in relation to production. ",Advanced Technical Theater Practice,4.0,A,8,0.0,0,8,1-3
THEATER,172,"Study of production techniques and procedures related to production management, stage management, and theater administration. ",Stage Management,3.7581249999999997,A-,15,0.0,0,15,2-6
THEATER,175A,"THEATER 175A will introduce you to the tools, terms, and techniques of stage lighting through lectures and practical application. Working as part of a production crew (an additional 45 hours outside of class) will demonstrate the practice of stage lighting.  Class lectures and workshops augment the production experience. They will cover descriptions, explanations, and demonstrations of lighting concepts and equipment, and the initial elements of design.
",Scenography: Lighting Design for Performance,3.745064377682403,A-,14,0.0,0,14,4.0
THEATER,H195A,"Independent study and conferences with faculty sponsor leading to preparation of a major research paper on a single aspect of theater, dance, or performance studies. May include a performance component. ",Honors Course,-1.0,,1,0.0,0,1,1-4
THEATER,H195B,"Development of subject studied in H195A, either as a bachelor's thesis or a laboratory project in acting, directing, playwriting, design, or dance. ",Honors Course,-1.0,,1,0.0,0,1,1-4
THEATER,196,"Individual directorial projects for advanced undergraduates. Research, tryout, callbacks, and rehearsals which result in performing for the public will average 20 hours per week. ",University Theater Workshop,-1.0,,1,0.0,0,1,1-4
THEATER,197,"Supervised experience, in connection with theatrical production in field of: scenic construction; costume construction and conservation; theatrical lighting; stage management; publicity; theatre management; production management. ",Field Studies in Theater,-1.0,,1,0.0,0,1,1-4
THEATER,198,"Supervised group study of special topics, subject to approval by the chair. ",Directed Group Study for Undergraduates,-1.0,,1,0.0,0,1,0-5
THEATER,199,Reading and conference with an instructor in an area not corresponding with any regular course. ,Supervised Independent Study and Research,-1.0,,1,0.0,0,1,1-3
THEATER,200A,"This course is designed to introduce graduate students to the research resources of the University, to the methodologies and research interests of the faculty affiliated with the Ph.D. program, to the demands of a professional academic career, and to trends and developments in theater, dance, and performance studies. ",Introductory Colloquium on Interdisciplinary Research in Performance,4.0,A,4,0.0,0,4,2.0
UGIS,110,"This course focuses on the social and personal meaning of disability and chronic illness. We will explore definitions and conceptual models for the study of disability, the history of disabled people, bio-ethical perspectives, the depiction of disability in literature and the arts, public attitudes, and legal and social policies. The course will investigate the interaction of disability with social factors such as gender, sexual orientation, race, ethnicity, and class. The course is for students with and without disabilities, and may be of special interest to students preparing for careers in the health professions, education, law, architecture, social work, or gerontology. ",Introduction to Disability Studies,3.793259972489683,A-,65,0.0,0,65,3.0
UGIS,140,"The ""Hand-Printed Book"" is a studio course taught in the Bancroft press room. Using antique presses and 19th century type, each class produces by hand a rare first edition of a work from the Bancroft collections that has never been published before. As students learn how hand-produced books have been made in the west for the last 500 years, they are also taught about the history of the book, using examples from Bancroft's rare books and manuscripts collection. ",The Hand-Printed Book in Its Historical Context,3.952631578947368,A,10,0.0,0,10,2.0
UGIS,162D,"How does social and political change happen in Washington? This class will explore the history of grassroots mobilization and advocacy on the national stage. By observing advocacy events and interacting with guest speakers, students will learn about the successes and failures of social groups’ efforts to make lasting change in American politics and society. The class will cover agenda setting and messaging, as well as techniques used to influence public debate such as protests, advocacy campaigns, petitions, and electoral lobbying. Students will learn about and discuss which types of groups and leaders engage in which strategies, and at what stage of the policy process they are most likely to be effective.","Activism, Protest, and the Politics of Change",3.822222222222222,A-,50,0.0,0,50,4.0
UGIS,C196A,"This course is the UCDC letter-graded core seminar for 4 units that complements the P/NP credited internship course UGIS C196B. Core seminars are designed to enhance the experience of and provide an intellectual framework for the student's internship. UCDC core seminars are taught in sections that cover various tracks such as the Congress, media, bureaucratic organizations and the Executive Branch, international relations, public policy and general un-themed original research. ",UCDC Core Seminar,3.7944444444444447,A-,1,0.0,0,1,4.0
UGIS,C196B,"This course provides a credited internship for all students enrolled in the UCDC and Cal in the Capital Programs. It must be taken in conjunction with the required academic core course C196A. C196B requires that students work 3-4 days per week as interns in settings selected to provide them with exposure to and experienc in government, public policy, international affairs, media, the arts or other areas or relevance to their major fields of study. ",UCDC Internship,-1.0,,40,0.0,0,40,6.5
UGIS,198,Seminars for group study of topics not covered by regularly scheduled courses. Topics may vary from semester to semester. Students must have completed 60 units to be eligible to enroll. ,Directed Group Study for Upper Division Students,-1.0,,25,0.0,0,25,1-4
"A,RESEC",299,,Individual Research,-1.0,,2998,0.0,0,2998,1-12
ANTHRO,136B,"This course will introduce participants to the fundamentals of contemporary museum practices. It is intended for two groups of students: individuals who may be thinking of conducting research in museums, and may benefit from an understanding of the way these institutions work; and individuals who may be thinking of museum work as a post-graduate career. The course will include both discussion of museum concepts and practical application of these concepts through real-world exercises. While the course fulfills the method requirement, it covers practices of art, natural history, and science museums as well. ",Introduction to Museum Methods,3.7819672131147537,A-,45,0.0,0,45,4.0
ANTHRO,147A,"The course explores major developments within feminist theory in the 20th century within an international context, with special attention to issues of class, culture, race, ethnicity, and sexuality. ",Anthropology of Gender,-1.0,,30,0.0,0,30,4.0
ANTHRO,230,,Special Topics in Archaeology,3.902061855670103,A,12,0.0,0,12,4.0
ANTHRO,250X,,Seminars in Social and Cultural Anthropology: Special Topics,3.921832884097036,A,36,0.0,0,36,4.0
ARABIC,104A,"This course is designed for students who wish to concentrate on contemporary prose. Reading and analysis of modern Arabic fiction, including short stories, drama, the novel, and expository prose. ",Modern Arabic Prose,-1.0,,15,0.0,0,15,3.0
ARCH,11A,"Introductory studio course: theories of representation and the use of several visual means, including freehand drawing and digital media, to analyze and convey ideas regarding the environment. Topics include contour, scale, perspective, color, tone, texture, and design. ",Introduction to Visual Representation and Drawing,3.112596006144393,B,86,0.0,0,86,4.0
ARCH,98BC,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate.",Berkeley Connect,-1.0,,50,0.0,0,50,1.0
ARCH,198BC,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate.",Berkeley Connect,-1.0,,50,0.0,0,50,1.0
ARCH,249,,Special Topics in the Physical Environment in Buildings,3.81623246492986,A-,25,0.0,0,25,1-4
ARMENI,1A,"An introduction to Armenian language and culture, aiming to give students basic competence in all four skills and an introduction to traditional and contemporary Armenian culture. ",Introductory Armenian,3.6584615384615384,A-,18,0.0,0,18,3.0
ARMENI,101A,"The purpose of this course is to further develop students' Armenian proficiency in all four language skills, using discussion, oral presentations, written assignments, and a variety of readings (literature, non-fiction, folklore, newspaper articles, etc.) chosen partly for their cultural significance and partly based on student needs and interests. Emphasis on particular skills (e.g. reading) depending on student needs and interests. ",Continuing Armenian,3.8507042253521133,A,18,0.0,0,18,3.0
ART,15,"This course will prepare students to use ceramics to explore and understand three-dimensional space. We will develop a practical understanding of how clay and glaze behave, while building a conceptual framework through which to apply this knowledge. Studio practice includes hand building, modeling, carving, and glazing as possibilities for turning ideas into three dimensional propositions. Assignments, critiques and class discussions will help acquaint students with the ideas artists have explored through history and in contemporary sculptural practices. This course is a recommended prerequisite for upper division Ceramics classes.
",Ceramics: Foundations,3.8521739130434787,A,16,0.0,0,16,4.0
ART,180,"This course will cover a range of digital media and practices, with a view towards exploring current and future possibilities for photography. Inclusive of multiple approaches to scale, execution, and technique, the course enables students to examine and push the limits of photographic practices. This course will help students advance their digital shooting and Photoshop skills from a beginning to a more advanced level, and will cover the workflow of digital photography: camera usage, scanning, image editing, management, and printing.

Priority enrollment for Art Practice majors and intended Art Practice majors. 
Prerequisites: ART 21 Digital Photography: Foundations or by permission of instructor. ",Advanced Digital Photography,3.8012461059190032,A-,18,0.0,0,18,4.0
ASTRON,199,,Supervised Independent Study and Research,-1.0,,10,0.0,0,10,1-4
